0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
548.4565143314961,655.1042599281918,602.9711982416989,634.6107174252628,629.5329999369961,632.9493157036463,552.28929509253,563.8197954785807,587.406440516433,632.5867203211775,632.3466827918737,599.0993623193357,609.467169725922,616.5228725844889,648.729234101212,563.4635425193975,521.6657263756757,476.8540066374078,416.50736226304224,432.4211431497885,422.8772372567441,541.5765974449201,560.0245578750933,556.702910769375
548.6454793223345,664.5101444850321,664.8205869012837,634.6107174252628,629.5329999369961,632.9493157036463,553.1297538464526,562.6609825258178,585.1576922942958,628.4527721687732,625.8684005523107,591.1435686767527,607.6201253970745,564.9428133165666,567.1156815381128,562.1905308269847,519.7190546759335,476.4625280010404,415.6248429352885,428.8510000090571,419.9222267039044,428.3356933657304,536.8643867522735,553.9702595102374
502.8117038714358,664.5101444850321,664.8200882909197,634.6107174252628,629.5329999369961,565.411366295695,551.7611829198398,562.8186115605569,584.3016405516248,627.1121832032302,626.7817588382359,594.3151359025518,604.7799132617537,563.8703622249874,564.4499401956247,561.9991394029461,519.8591825948254,476.4609234461791,415.3710268281656,423.32400841542966,415.2696053328477,424.1810556294718,388.4648967616977,355.58224858953554
504.175028136865,664.5101444850321,604.7312624026603,573.4693160246445,574.5543462773358,565.2958423600818,551.8490088042352,563.863115709523,587.4664953968311,630.7156273661093,628.9848450393233,594.6074785085335,607.6444762449759,565.2086341438703,566.4691859816843,562.1296789321905,519.9321528561736,476.94246247613,416.23587819191226,425.1448182270823,414.3218859209088,421.88865025281376,388.5926455191036,355.2522606246058
473.05693971476416,590.3811896948063,574.567824980671,573.4900476306177,562.9951282607785,568.4738319783197,579.2905256920212,572.8785121350933,580.259889964677,603.4747127140001,588.5174125806108,569.233280705214,618.7159441034677,606.2759441801386,634.3693329249459,617.8003817787913,588.9874141898239,571.1255818406249,594.6303948095823,557.8651029842428,541.5308156578586,546.3146576174768,570.8056349864246,556.3883477711222
473.1933878900179,590.3811896948063,558.4972401884049,558.0540202233423,555.0765160414518,575.9225700332009,586.3921959403629,575.3207023251898,580.3031363286652,603.1255863138414,586.6167664443278,568.3801001777207,619.3889856862648,611.2457509265276,642.300378050459,628.2574863256981,596.1823791711391,578.9475706612087,594.7810809710644,556.5514140083108,540.3747299568969,547.1233119493392,570.6714408438955,556.6436270068582
607.7456784685544,651.1384268577748,691.2088524123618,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149645,649.0640529834878,673.0108904071042,646.861934614839,655.7890775400914,683.9632939570188,655.9556242387138,687.4347940452027,688.0932887604399,654.5190766153199,682.3415827809205,663.7690365840564,638.0780539720467,633.346871197651,619.3938580164037,622.9456911161064,633.1139315660502
607.745977153672,651.1384268577748,691.2088060518806,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0661760776501,671.4155821480776,646.861934614839,655.7977785447008,685.6615642419031,655.4133208758997,688.1236328926747,687.727832957694,654.518100444124,682.5478718379292,663.7690365840564,638.0780539720466,633.3472465208818,619.3904239007582,622.9461986986645,633.1104805848518
607.7457191584649,651.1384268577748,691.2088289702799,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0660197119586,673.5618632853875,646.861934614839,655.7928729996427,685.3154974465072,654.2383992568209,688.240935174327,687.912635587385,654.5184702880982,682.6346353688531,663.7690365840564,638.0780539720466,633.3471944887882,619.3942966438701,622.9455072647064,633.1118926864353
607.7459490386713,651.1384268577748,691.2087738129884,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0647429738442,672.3494490644097,646.861934614839,655.7803377133964,686.3838613143987,656.3093544460222,688.0532411767102,687.9428050307723,654.5183608919117,682.4423870819005,663.7690365840564,638.0780539720466,633.3472355315323,619.2001934331241,622.9517595998518,633.1142357062096
607.7457263873931,651.1384268577748,691.2088345010856,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0651189723358,672.10330043858,646.861934614839,655.778217238323,684.8806695416573,654.7030745221122,687.6077947318441,687.6151313539809,654.5203536304314,682.5226959921,663.7690365840564,638.0780539720466,633.346611541903,619.2302659988762,622.9505300163742,633.112390007293
607.7459256733079,651.1384268577748,691.2089086687115,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0667693839642,672.6152202169554,646.861934614839,655.7836277852997,685.6646640165005,655.6950090105737,688.148437776938,688.1890266171281,654.5167978370904,682.0937339698054,663.7690365840564,638.0780539720466,633.3468747344726,619.2496883396648,622.9526487587037,633.1107318837315
607.7465477673677,651.1384268577748,691.2091048003435,665.5738282829404,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,649.0658521003231,671.8406113215365,646.861934614839,655.7941307714846,687.1929819726129,655.1070708740963,687.8899978694807,687.4045898964949,654.5181134190651,682.6798669614458,663.7690365840564,638.0780539720466,633.3464544255949,619.390619499451,622.9535676194321,633.1062706685693
613.9312551815909,671.1763561617912,700.7263989407573,668.9293782914933,660.7472349873514,650.7269709183794,631.363808961934,661.1345210146237,667.7200351857572,644.3716263247144,649.8544691934171,661.5280819861085,706.4144801846608,659.0797927476168,689.4180630926201,678.6758248446157,672.3356664973821,697.0327870685102,666.2037989179194,629.6471762057615,650.8832489649378,628.7776201322874,655.2223971075448,680.2708571014148
613.9321153868804,671.1763561617912,700.7263302724594,668.9293782914933,660.7472349873514,650.7269709183794,631.363808961934,661.1345210146237,667.7255567738767,644.6486899885494,649.8544691934171,661.5127740074855,703.7285788121095,659.8868589540928,689.3155054866135,678.935927063672,672.333623205129,696.6075119778742,666.2037989179194,629.6471762057615,650.8827455178792,628.7803870294717,655.2221998531244,680.2692589871257
613.9317815057705,671.1763561617912,700.7265281823098,668.9293782914933,660.7472349873514,650.7269709183795,631.3638089619341,661.1345210146237,667.7246126317119,642.9330669475079,649.8544691934171,661.5268218629061,705.8091991498542,657.6668575758131,689.5186970453793,678.6505986792026,672.3372185202563,697.3018373842941,666.2037989179194,629.6471762057615,650.8831840704127,628.6171482920485,655.2246308239352,680.2738843096502
613.9307162705654,671.1763561617912,700.7263800432428,668.9293782914933,660.7472349873514,650.7269709183794,631.363808961934,661.1345210146237,667.725413523143,643.3441700253436,649.8544691934171,661.5212124942001,705.7675951413864,658.7416681764353,689.670559819803,679.1552686512164,672.3348039080727,696.7061714541794,666.2037989179194,629.6471762057614,650.8835200079533,628.624746223678,655.2073265014294,680.2738987431699
616.3345141193065,679.043796225806,704.3320389221965,670.4377431430707,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,656.1579148184551,669.6362363071904,653.0125303421169,647.7816337843723,691.1544842124316,664.5157030688711,671.0625906081365,683.3083891894502,652.1644482079486,686.8296261976317,663.7690365840564,637.5190455951644,622.5371685562374,612.9887247946115,637.7912494394894,651.719227692144
616.3348059918188,679.043796225806,704.3318890362535,670.4377431430707,660.7472349873514,634.2529472339996,634.8779118065949,655.3392839149647,656.159024871201,669.9829605406452,653.0125303421169,647.7528669309626,695.0211006765998,663.2357247396953,671.2275747537183,683.9535011089428,652.1628225658743,687.0523794978167,663.7690365840564,637.5190455951644,622.5371810938174,612.9929054495482,637.7985573605706,651.7173148949613
