0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
476.5026031413155,370.366229497409,391.90143432374447,429.2008176347895,849.2449332896547,690.5028777210623,663.6183225868999,669.833577849369,691.0463295400237,664.2708342010641,816.0749062700762,716.8127291783867,668.8884610293574,661.9790553942138,691.007408895746,678.5849860200906,672.7061690741331,735.4958433235225,583.975223071064,459.15588417791696,389.9767977238884,404.6878623311161,431.4313410743574,622.0023518953479
476.58968681848944,562.5624976184575,551.5132158887843,518.5425131610602,847.7679704392524,687.7995046385513,665.1383878521763,669.3715651560501,691.0463295400237,664.3804803565108,816.9042644969677,716.8127291783867,668.8884610293574,659.8383785818351,688.343538044467,675.7401962452166,671.7990625165869,736.0125630077122,580.374037373502,460.9794583093658,388.77185582978814,404.7198946312556,431.5349299626254,627.5422131890466
469.4592716234166,350.4234288585599,414.7570954718796,461.0050119221169,864.1860211251804,697.2509341104779,664.5896721256712,670.0011677691755,691.0463295400237,664.4154177687082,816.677738606702,716.8127291783867,668.8884610293574,661.9790629991761,691.0960977789923,678.586207087764,674.9128486561335,732.207369932139,582.7570612260007,460.12760692166,388.7511408191032,404.46405863409694,430.7486197265856,420.5363125399667
468.88948913696566,345.37435014339184,408.9797923323081,458.9106576564074,861.1389079930133,699.0179361745521,665.0404418049197,669.2831137312176,691.0463295400239,664.2865945121425,816.8963251515893,716.8127291783867,668.8884610293574,659.9441315080355,688.474319089232,675.8783987906285,672.6017892818047,735.2977275789357,585.9296025094732,463.4425312242248,387.9629095156415,403.7639084293125,430.9213664147095,420.4838963972392
493.8249566186136,616.7179210965731,602.8151238073727,588.0874940892477,936.4212720561998,696.0615463865663,680.6403803400523,676.2196081522251,690.3922896895714,641.2330538929816,804.8358511247098,690.832808302372,657.7329986836367,648.2371488085851,685.278072250787,679.1843249106996,670.8777489652823,814.2844361243746,575.3357546928231,625.3355648140891,442.5516360628068,495.16808331793817,572.1594955429792,615.1774610989111
492.860123570681,609.4979019263534,593.8527920526236,579.9570765116624,936.106004473978,696.4861648043056,680.7063799318521,676.4416999788879,690.3922896895714,641.3883053990523,805.4149322789211,690.8328083023721,657.7329986836365,648.2417746741758,685.3555250872013,679.188114878615,670.6722905360208,814.7740560614047,575.4835420985324,625.3353122852728,442.7540784291052,495.4188518459284,572.4066283581923,615.8096760831573
689.6195403541087,661.3002683983801,648.9836523089631,661.0355195335312,648.7914331157243,641.2142061604156,623.9304011047494,643.7664490561436,647.7351709296964,639.9104015374204,659.322102085884,663.797295595342,652.7189402886852,635.1011048757051,688.8208820046672,649.5975491084666,750.8216945825727,815.865919519548,653.070415059678,649.9723558332727,655.5262252415782,604.1369697820563,638.3456657227185,641.0512924259217
689.947844753333,661.3002683983802,648.9836523089631,661.0355195335312,648.7914331157242,641.0958255707168,623.2082880221069,643.360341338827,647.7351709296964,639.8732073177182,658.9515197719804,663.797295595342,652.7189402886852,635.1013130178401,688.9639470216529,649.5960416233889,751.4970352426163,813.3223397933886,654.9478085200584,649.9721897088777,655.5262252415782,604.1369697820563,638.3456657227185,641.3454485220162
690.0284527886131,661.3002683983802,648.9836523089631,661.0355195335312,648.7914331157243,641.4041507786641,622.3317239674586,642.7936069273106,647.7351709296964,639.9163273342361,659.0136659446657,663.797295595342,652.7189402886851,635.1001811430415,688.7849678008744,649.5962101664842,750.4458385142914,812.321550190855,655.0622164915793,649.9724212976038,655.5262252415782,604.1369697820563,638.3456634628961,641.7516391454316
689.7389450562691,661.3002683983802,648.9836523089631,661.0355195335312,648.7914331157243,641.7121850439858,623.8259348895774,643.763475314796,647.7351709296964,639.9642637432195,659.3227082611737,663.797295595342,652.7189402886851,635.1003214312934,688.9674306807283,649.5971253705657,750.9947980011569,812.980034869777,655.1991837814284,649.9722093038948,655.5262252415782,604.1369697820563,638.3456657227185,641.6167294519094
689.9165343786104,661.3002683983802,648.9836523089631,661.0355195335311,648.7914331157243,641.4555537971409,623.1343840225956,642.9030269079702,647.7351709296964,640.0029158344107,659.7238382632391,663.797295595342,652.7189402886851,635.0962803816883,688.9681404720758,649.596854263541,750.6659618225247,816.9727608148379,652.2837371832127,649.9722059139782,655.5262252415782,604.1369697820563,638.3458356720555,641.4132186877277
689.9770523160039,661.3002683983802,648.9836523089631,661.0355195335312,648.7914331157243,641.2471968785221,623.7281688805491,643.3276709350255,647.7351709296964,639.9122464633466,658.7116146048559,663.797295595342,652.7189402886851,635.1017328292888,688.8987863201377,649.5961947588078,751.1728193409547,812.8249934984766,654.7485172148282,649.9725085060481,655.5262252415782,604.1369697820563,638.3456657227185,640.7147523561516
